"",Unnamed: 0,power,make_model,fuel,Company Names
8121,10091,12447.0,Headbanger Hollister,Gasoline,Headbanger
3633,4524,11511.0,MV Agusta Brutale 910,Gasoline,MV
228,275,11360.0,Suzuki V-Strom 1000,Gasoline,Suzuki
516,642,1088.0,MV Agusta Turismo Veloce 800,Gasoline,MV
5269,6551,880.0,BMW G 650,Gasoline,BMW
3192,3971,865.0,Triumph Bonneville Newchurch,Gasoline,Triumph
2803,3487,751.0,Norton Commando,Gasoline,Norton
46,60,751.0,Honda X-ADV,Gasoline,Honda
26070,32678,680.0,Benelli Leoncino,Gasoline,Benelli
8975,11174,612.0,Access SP 450,Gasoline,Access
188,232,551.0,Suzuki Burgman 650,Gasoline,Suzuki
19610,24465,544.0,Peugeot Satelis 400,Gasoline,Peugeot
8162,10147,544.0,Piaggio XEvo 400,Gasoline,Piaggio
7197,8943,479.0,Motobi Pesaro,Two Stroke Gasoline,Motobi
2948,3663,476.0,Chinabike,Electric,Chinabike
199,243,476.0,KTM 350 EXC,Gasoline,KTM
3765,4695,408.0,Aprilia SR Max 300,Gasoline,Aprilia
15410,19181,408.0,Elektra Retro,Electric,Elektra
13348,16589,400.0,Kymco MXU 400,Gasoline,Kymco
647,815,367.0,Benelli Pepe,Gasoline,Benelli
8577,10672,360.0,Boss Hoss BHC-3 ZZ4,Gasoline,Boss
21505,26854,349.0,KTM 350 SX,Gasoline,KTM
278,334,349.0,Piaggio MP3 350,Gasoline,Piaggio
2999,3731,345.0,Quadro QV3,Gasoline,Quadro
6522,8101,300.0,Rieju,Two Stroke Gasoline,Rieju
22290,27845,300.0,Kymco Agility 300,Gasoline,Kymco
464,580,299.0,BMW R 50,Others,BMW
392,485,279.0,Honda SH 300,Gasoline,Honda
2251,2791,277.0,Peugeot Geopolis 300,Gasoline,Peugeot
4362,5432,272.0,Kymco Like 200i,Gasoline,Kymco
24347,30473,250.0,Gillet Herstal,Gasoline,Gillet
6459,8018,250.0,Yamaha YZ 250,Gasoline,Yamaha
3358,4189,249.0,Yamaha YBR 250,Gasoline,Yamaha
4808,5983,247.0,Honda SH 350i,Gasoline,Honda
6273,7794,239.0,Kymco Dink 200,Gasoline,Kymco
0,0,218.0,Honda,Gasoline,Honda
1943,2423,218.0,Honda Fireblade,Gasoline,Honda
710,892,218.0,Aprilia RSV4,Gasoline,Aprilia
27519,34484,215.0,Honda RC 213,Gasoline,Honda
1412,1766,215.0,Ducati 1299 Superleggera,Gasoline,Ducati
117,149,215.0,BMW HP4,Gasoline,BMW
11257,14006,213.0,Yamaha Majesty 250,Gasoline,Yamaha
3836,4780,211.0,Simson S 51,Gasoline,Simson
8244,10262,208.0,MV Agusta Brutale Oro,Gasoline,MV
2822,3511,207.0,Ducati Panigale R,Gasoline,Ducati
445,551,205.0,Ducati 1299 Panigale,Gasoline,Ducati
281,340,205.0,Yamaha YZF-R1,Gasoline,Yamaha
12512,15567,204.0,Italjet Torpedo 125,Gasoline,Italjet
19857,24775,204.0,Bimota YB 8,Gasoline,Bimota
4413,5495,204.0,YCF,Gasoline,YCF
146,182,201.0,Suzuki GSX-R 1000,Gasoline,Suzuki
526,656,200.0,Kawasaki Ninja H2,Gasoline,Kawasaki
2443,3018,200.0,Kymco Downtown 200i,Gasoline,Kymco
491,610,200.0,Kawasaki ZZR 1400,Gasoline,Kawasaki
849,1072,200.0,Ducati Desmosedici RR,Gasoline,Ducati
580,722,200.0,Honda CBR 1000,Gasoline,Honda
592,740,200.0,Kawasaki Z H2,Gasoline,Kawasaki
333,409,200.0,Yamaha Vmax,Gasoline,Yamaha
165,206,200.0,Kawasaki Ninja ZX-10R,Gasoline,Kawasaki
4817,5993,197.0,Suzuki GSX 1300,Gasoline,Suzuki
545,678,197.0,Suzuki Hayabusa,Gasoline,Suzuki
18217,22727,193.0,MV Agusta 1000 Ago,Gasoline,MV
86,109,193.0,BMW S 1000 RR,Gasoline,BMW
15042,18729,192.0,Moto Guzzi Galletto,Gasoline,Moto
3521,4387,190.0,Kawasaki ZR 1000,Gasoline,Kawasaki
20474,25548,190.0,Volvo V60,Diesel,Volvo
4013,4997,190.0,MV Agusta F4 1078,Gasoline,MV
16912,21094,190.0,Kawasaki Ninja ZX-12R,Gasoline,Kawasaki
1416,1771,189.0,Kawasaki Ninja ZX-10RR,Gasoline,Kawasaki
2063,2566,186.0,MV Agusta F4 1000 R 312,Gasoline,MV
1104,1390,186.0,BMW R 1250 GS Adventure,Gasoline,BMW
4008,4992,185.0,EBR 1190RX,Gasoline,EBR
1563,1957,185.0,MV Agusta F4 1000,Gasoline,MV
19,22,185.0,Suzuki,Gasoline,Suzuki
870,1094,184.0,Suzuki B King,Gasoline,Suzuki
978,1226,184.0,Ducati 1199 Panigale,Gasoline,Ducati
3038,3777,175.0,Polaris Slingshot,Gasoline,Polaris
657,829,175.0,BMW K 1300 S,Gasoline,BMW
5518,6857,175.0,EBR RS,Gasoline,EBR
2446,3021,174.0,Aprilia,Gasoline,Aprilia
126,159,173.0,KTM 1290 Super Duke R,Gasoline,KTM
69,90,173.0,KTM 1290 Super Duke GT,Gasoline,KTM
1297,1623,173.0,BMW K 1300 R,Gasoline,BMW
6588,8192,173.0,Bimota DB 8,Gasoline,Bimota
19097,23815,170.0,Kymco Movie XL,Gasoline,Kymco
1395,1743,170.0,Keeway,Gasoline,Keeway
344,426,170.0,Yamaha Cygnus,Gasoline,Yamaha
1479,1852,170.0,Daelim S1 125,Gasoline,Daelim
2993,3723,170.0,Mash Café Racer,Gasoline,Mash
21524,26878,170.0,SYM VF 125,Gasoline,SYM
1209,1521,170.0,Peugeot Tweet,Gasoline,Peugeot
34,42,170.0,KTM 1190 RC8,Gasoline,KTM
249,302,170.0,Ducati Multistrada 1100,Gasoline,Ducati
15320,19081,170.0,Hyosung Comet 125,Gasoline,Hyosung
6830,8484,170.0,MBK Cityliner 125,Gasoline,MBK
15553,19352,170.0,Kawasaki KX 125,Two Stroke Gasoline,Kawasaki
1698,2117,170.0,Yamaha Xenter 125,Gasoline,Yamaha
19402,24200,170.0,Jmstar 125,Gasoline,Jmstar
819,1034,170.0,Ducati 1098,Gasoline,Ducati
6931,8605,170.0,Daelim,Others,Daelim
1387,1731,167.0,BMW K 1600 GTL,Gasoline,BMW
2087,2596,167.0,BMW K 1200 S,Gasoline,BMW
569,709,167.0,Aprilia Tuono,Gasoline,Aprilia
6344,7877,166.0,MV Agusta F4,Gasoline,MV
25270,31655,165.0,MV Agusta 1000 S,Gasoline,MV
2197,2732,165.0,Triumph Rocket TFC,Gasoline,Triumph
26,33,165.0,BMW S 1000 XR,Gasoline,BMW
161,201,165.0,BMW S 1000 R,Gasoline,BMW
21344,26643,163.0,GG Quadster,Gasoline,GG
550,684,163.0,Ducati 1198,Gasoline,Ducati
12624,15703,163.0,BMW K 1200 R,Gasoline,BMW
1034,1299,163.0,Benelli Tornado 1130,Gasoline,Benelli
688,868,160.0,Yamaha MT-10,Gasoline,Yamaha
1013,1270,160.0,BMW K 1600 B,Gasoline,BMW
2036,2534,160.0,BMW K 1600,Gasoline,BMW
680,857,160.0,BMW K 1300 GT,Gasoline,BMW
41,54,160.0,Ducati XDiavel,Gasoline,Ducati
6437,7992,160.0,Yamaha FZ-10,Gasoline,Yamaha
6591,8195,160.0,Kawasaki ZZR 1100,Gasoline,Kawasaki
380,468,160.0,Harley-Davidson Dyna Street Bob,Gasoline,Harley-Davidson
9222,11487,160.0,Cagiva,Two Stroke Gasoline,Cagiva
5926,7364,160.0,Bimota DB 7,Gasoline,Bimota
274,328,160.0,KTM 1290 Super Adventure,Gasoline,KTM
1605,2007,160.0,Polaris RZR 900,Gasoline,Polaris
25285,31674,158.0,Ducati 1260 R,Gasoline,Ducati
248,301,158.0,Ducati Multistrada 1260,Gasoline,Ducati
17566,21904,158.0,MV Agusta 850,Others,MV
3746,4672,156.0,Bimota SB 6,Gasoline,Bimota
3781,4714,156.0,Benelli Tornado,Gasoline,Benelli
5651,7014,156.0,Honda CBR 1100,Gasoline,Honda
490,609,155.0,Ducati,Gasoline,Ducati
5945,7388,155.0,Kawasaki Concours,Gasoline,Kawasaki
1956,2436,155.0,Brixton BX 125,Gasoline,Brixton
2704,3351,154.0,Kawasaki GTR 1400,Gasoline,Kawasaki
9821,12218,152.0,BMW K 1200 GT,Gasoline,BMW
24,30,152.0,Ducati Multistrada 1200,Gasoline,Ducati
12996,16164,152.0,Harley-Davidson Pan America,Gasoline,Harley-Davidson
89,113,152.0,Ducati Diavel,Gasoline,Ducati
9596,11944,151.0,Honda Hornet,Diesel,Honda
902,1135,151.0,Vespa,Gasoline,Vespa
237,285,150.0,Suzuki GSX-R 1100,Gasoline,Suzuki
7074,8786,150.0,Benelli Tornado LE 900,Gasoline,Benelli
13662,16971,150.0,Vespa Rosa Chic 4T SE,Gasoline,Vespa
6641,8256,150.0,BMW HP2 Enduro,Gasoline,BMW
70,92,150.0,KTM 1190 Adventure,Gasoline,KTM
1293,1619,150.0,Ducati 999,Gasoline,Ducati
2077,2584,150.0,Ducati 959 Panigale,Gasoline,Ducati
7735,9613,150.0,Yamaha FZR 1000,Gasoline,Yamaha
618,772,150.0,Big Dog Ridgeback,Gasoline,Big
1181,1487,150.0,Suzuki GSX-R 750,Gasoline,Suzuki
323,398,150.0,Suzuki Katana 1000,Gasoline,Suzuki
1675,2089,150.0,Yamaha FZ 1,Gasoline,Yamaha
4981,6201,150.0,Honda CBR 900,Gasoline,Honda
282,341,150.0,Kawasaki Z1000 SX,Gasoline,Kawasaki
1358,1697,150.0,Trike BOOM TRIKE,Gasoline,Trike
2746,3410,148.0,MV Agusta Superveloce 800,Gasoline,MV
2518,3110,148.0,Triumph Rocket X,Gasoline,Triumph
1203,1515,148.0,Buell 1125 CR,Gasoline,Buell
1027,1291,148.0,Ducati Streetfighter,Gasoline,Ducati
3023,3761,148.0,Fiat Ducato,Diesel,Fiat
6707,8335,148.0,Buell 1125 R,Gasoline,Buell
1040,1306,147.0,Yamaha XJR 1300,Gasoline,Yamaha
1010,1267,147.0,BMW K 1300,Gasoline,BMW
5871,7294,147.0,MV Agusta Brutale 1078,Gasoline,MV
7136,8867,147.0,Triumph Daytona 955i,Gasoline,Triumph
5961,7412,145.0,Honda CB 100,Gasoline,Honda
6259,7779,145.0,Yamaha YZF 1000,Gasoline,Yamaha
3027,3765,145.0,Energica Ego,Electric,Energica
33,40,145.0,Kawasaki Z 1000,Gasoline,Kawasaki
397,490,145.0,Suzuki GSX-S 1000,Gasoline,Suzuki
257,311,145.0,Honda CB 1000,Gasoline,Honda
453,562,145.0,Yamaha FJR 1300,Gasoline,Yamaha
1617,2020,144.0,MV Agusta Brutale 1090,Gasoline,MV
5456,6789,144.0,MV Agusta Brutale,Gasoline,MV
15963,19863,144.0,Benelli Tornado RS 900,Gasoline,Benelli
2769,3439,144.0,Polaris RZR 1000,Gasoline,Polaris
5442,6770,143.0,Aprilia RSV 1000 R,Gasoline,Aprilia
1861,2324,141.0,Kawasaki Ninja 1000SX,Gasoline,Kawasaki
551,687,141.0,Triumph Tiger 1200,Gasoline,Triumph
15886,19762,141.0,MV Agusta Brutale 989,Gasoline,MV
18040,22505,140.0,Triumph Rocket III Classic,Gasoline,Triumph
2622,3238,140.0,Moto Morini Corsaro 1200,Gasoline,Moto
66,87,140.0,Ducati 899 Panigale,Gasoline,Ducati
17530,21854,140.0,Boom Trike Fighter,Gasoline,Boom
484,601,140.0,Triumph Tiger Explorer,Gasoline,Triumph
2206,2743,140.0,MV Agusta Brutale 990,Gasoline,MV
262,316,140.0,Triumph Rocket III Roadster,Gasoline,Triumph
123,156,140.0,MV Agusta Dragster,Gasoline,MV
7225,8981,139.0,Aprilia RSV 1000 Tuono R,Gasoline,Aprilia
659,831,139.0,Honda VTR 1000,Gasoline,Honda
109,140,137.0,Ducati Monster 1200,Gasoline,Ducati
790,992,137.0,Benelli TNT 1130 Cafe Racer,Gasoline,Benelli
9927,12355,137.0,Kawasaki ZX 500,Gasoline,Kawasaki
305,371,136.0,BMW R 1250 R,Gasoline,BMW
14823,18453,136.0,Kawasaki ZXR 750,Gasoline,Kawasaki
3389,4226,136.0,BMW K 100 RS,Gasoline,BMW
7473,9287,136.0,Ducati 998,Gasoline,Ducati
68,89,136.0,BMW R 1250 RS,Gasoline,BMW
149,185,136.0,Can Am Maverick,Gasoline,Can
16078,20020,136.0,Suzuki RMZ 450,Gasoline,Suzuki
4159,5178,135.0,Harley-Davidson Knucklehead,Gasoline,Harley-Davidson
3154,3915,135.0,Triumph Trophy,Gasoline,Triumph
8279,10303,133.0,BMW HP2 Sport,Gasoline,BMW
10665,13282,133.0,BMW HP2,Gasoline,BMW
10812,13459,132.0,Moto Guzzi Daytona RS,Gasoline,Moto
15200,18929,132.0,Mondial Piega,Gasoline,Mondial
2362,2921,131.0,Triumph Speed Triple R,Gasoline,Triumph
22,28,131.0,Triumph Speed Triple 1050,Gasoline,Triumph
4071,5069,131.0,MV Agusta Brutale 920,Gasoline,MV
193,237,131.0,Kawasaki 900 Z,Gasoline,Kawasaki
6748,8386,131.0,Yamaha TDM 900,Gasoline,Yamaha
3349,4180,131.0,BMW K 1200,Gasoline,BMW
366,453,131.0,Honda VTX 1800,Gasoline,Honda
4475,5571,131.0,Ducati Monster S4R,Gasoline,Ducati
112,144,131.0,BMW R 1250 RT,Gasoline,BMW
60,79,129.0,Honda Crosstourer,Gasoline,Honda
279,335,129.0,Triumph Daytona 675,Gasoline,Triumph
895,1127,129.0,MV Agusta F3,Gasoline,MV
384,474,129.0,Honda VFR 1200,Gasoline,Honda
19654,24518,129.0,Honda GL 500,Gasoline,Honda
277,332,129.0,MV Agusta F4 750,Gasoline,MV
3932,4900,129.0,KTM 1050 Adventure,Gasoline,KTM
22307,27872,129.0,Benelli TNT R 160,Gasoline,Benelli
3,4,128.0,Kawasaki Ninja ZX-6R,Gasoline,Kawasaki
2451,3027,128.0,Moto Guzzi MGS-01,Gasoline,Moto
6333,7865,126.0,Honda Pan European,Gasoline,Honda
3585,4467,126.0,Triumph Tiger Sport,Gasoline,Triumph
533,664,126.0,Ducati 996,Gasoline,Ducati
10,11,126.0,Indian FTR 1200,Gasoline,Indian
23506,29412,126.0,MV Agusta Brutale 750,Gasoline,MV
3072,3816,126.0,Honda ST 1300,Gasoline,Honda
1879,2343,126.0,Triumph Sprint ST,Gasoline,Triumph
62,82,125.0,BMW R 1200 GS,Gasoline,BMW
97,123,125.0,Kawasaki Z 900,Gasoline,Kawasaki
63,83,125.0,Suzuki Intruder M,Gasoline,Suzuki
27189,34077,125.0,Jianshe,Gasoline,Jianshe
50,65,125.0,BMW R 1200 RT,Gasoline,BMW
324,399,125.0,BMW R 1200 RS,Gasoline,BMW
13,14,125.0,Harley-Davidson Night Rod,Gasoline,Harley-Davidson
211,257,125.0,Aprilia Caponord 1200,Gasoline,Aprilia
200,244,125.0,MV Agusta Brutale 800,Gasoline,MV
1699,2118,125.0,Benelli Trek 1130,Gasoline,Benelli
16823,20977,125.0,Kawasaki J125,Gasoline,Kawasaki
736,924,125.0,KTM 1090 Adventure,Gasoline,KTM
16715,20829,125.0,Yamaha Majesty 125,Gasoline,Yamaha
7305,9077,125.0,Yamaha YFA 125,Gasoline,Yamaha
416,515,125.0,Harley-Davidson VRSC Night Rod,Gasoline,Harley-Davidson
1810,2260,125.0,MV Agusta,Gasoline,MV
290,349,125.0,BMW R 1200 GS LC,Gasoline,BMW
14784,18406,125.0,Kawasaki ZL 900,Gasoline,Kawasaki
3059,3801,125.0,MV Agusta Rivale 800,Gasoline,MV
189,233,125.0,BMW R 1200 R,Gasoline,BMW
10250,12751,125.0,Aprilia Sportcity ONE,Gasoline,Aprilia
19170,23910,125.0,KTM 125 RS,Gasoline,KTM
9988,12433,125.0,Honda Pantheon 125,Gasoline,Honda
134,170,125.0,BMW R 1250 GS,Gasoline,BMW
131,167,125.0,BMW R 1200 GS Adventure,Gasoline,BMW
1229,1546,125.0,SYM Allo,Gasoline,SYM
12887,16030,125.0,Kawasaki GPZ 1100,Gasoline,Kawasaki
20397,25446,125.0,Efun Pusa,Electric,Efun
6096,7572,125.0,Vespa Primavera 125,Gasoline,Vespa
24115,30177,125.0,Kawasaki KLX 125,Gasoline,Kawasaki
621,776,125.0,Ducati 848,Gasoline,Ducati
1469,1839,125.0,KTM 990 Super Duke,Gasoline,KTM
4973,6192,125.0,Fantic Trial 125,Gasoline,Fantic
148,184,125.0,Suzuki VZR 1800,Gasoline,Suzuki
74,96,125.0,Suzuki GSX-R 600,Gasoline,Suzuki
92,118,125.0,Lambretta,Gasoline,Lambretta
23475,29369,125.0,CSR,Gasoline,CSR
593,741,125.0,Suzuki M 1800 R,Gasoline,Suzuki
16471,20532,125.0,SYM X-Pro,Gasoline,SYM
16507,20577,125.0,KTM 950 Duke,Gasoline,KTM
1096,1380,124.0,Suzuki Address,Gasoline,Suzuki
2271,2816,124.0,Piaggio GTS 125,Gasoline,Piaggio
319,389,124.0,Yamaha YZF-R6,Gasoline,Yamaha
2925,3636,122.0,Indian,Gasoline,Indian
986,1235,122.0,Suzuki Burgman 125,Gasoline,Suzuki
275,329,122.0,Peugeot Speedfight,Gasoline,Peugeot
9658,12015,122.0,BMW R 1200 S,Gasoline,BMW
12551,15612,122.0,Kawasaki ZRX 1200,Gasoline,Kawasaki
136,172,121.0,Harley-Davidson VRSC V-Rod,Gasoline,Harley-Davidson
5305,6594,121.0,KTM 890 Duke,Gasoline,KTM
27137,34009,120.0,Big Dog Mastiff,Gasoline,Big
4513,5619,120.0,Big Dog K-9,Gasoline,Big
427,530,120.0,Kawasaki Z 800,Gasoline,Kawasaki
1990,2474,120.0,Hyosung Aquila 125,Two Stroke Gasoline,Hyosung
4120,5127,120.0,Honda NRX 1800,Gasoline,Honda
150,186,120.0,Kawasaki Versys 1000,Gasoline,Kawasaki
2388,2949,120.0,Honda CBR 600,Gasoline,Honda
428,531,118.0,Kawasaki,Gasoline,Kawasaki
17560,21895,118.0,Moto Morini Scrambler 1200,Gasoline,Moto
176,219,118.0,Honda GL 1800,Gasoline,Honda
20491,25568,118.0,Aprilia SL 1000,Gasoline,Aprilia
234,282,118.0,Honda Gold Wing,Gasoline,Honda
853,1076,118.0,Rewaco RF1,Gasoline,Rewaco
2840,3532,118.0,Triumph Street Triple 765,Gasoline,Triumph
18825,23479,118.0,Moto Morini Granpasso 1200,Gasoline,Moto
29,36,117.0,Harley-Davidson V-Rod,Gasoline,Harley-Davidson
1998,2483,116.0,MV Agusta Stradale 800,Gasoline,MV
1241,1559,116.0,KTM 890 Adventure,Gasoline,KTM
4879,6071,116.0,KTM 950 Supermoto,Gasoline,KTM
2913,3620,116.0,Boom Trike Mustang,Gasoline,Boom
1533,1917,116.0,KTM 990 Adventure,Gasoline,KTM
182,225,116.0,Yamaha XSR 900,Gasoline,Yamaha
371,458,116.0,Yamaha Niken,Gasoline,Yamaha
11743,14615,116.0,Saxon Warlord,Gasoline,Saxon
155,193,116.0,Triumph Tiger 1050,Gasoline,Triumph
5212,6483,116.0,Yamaha FJ-09,Gasoline,Yamaha
1558,1951,114.0,Can Am Spyder F3-S,Gasoline,Can
145,181,114.0,Suzuki GSX-S 750,Gasoline,Suzuki
18105,22587,114.0,Yamaha SR 250,Gasoline,Yamaha
2172,2702,114.0,Suzuki VLR 1800,Gasoline,Suzuki
95,121,114.0,Yamaha Tracer 900,Gasoline,Yamaha
213,259,114.0,Ducati Hypermotard 950,Gasoline,Ducati
10496,13072,114.0,Yamaha FZ-09,Gasoline,Yamaha
2933,3646,114.0,Honda CB 1300,Gasoline,Honda
5788,7183,113.0,BMW HP 2 Megamoto,Gasoline,BMW
723,908,113.0,BMW,Gasoline,BMW
11553,14375,113.0,MZ 1000 SF,Gasoline,MZ
423,523,113.0,Ducati Multistrada 950,Gasoline,Ducati
13289,16519,113.0,Can Am Spyder ST Limited,Gasoline,Can
1127,1417,111.0,Ducati SuperSport,Gasoline,Ducati
4177,5199,111.0,Yamaha YXZ 1000,Gasoline,Yamaha
19816,24718,110.0,Yamaha Super Venture 1200,Gasoline,Yamaha
36,46,110.0,Zero,Electric,Zero
12805,15931,110.0,Boom Trike Mustang Family,Gasoline,Boom
5294,6581,110.0,BMW R 1200 ST,Gasoline,BMW
253,307,110.0,Yamaha XTZ 1200,Gasoline,Yamaha
14,15,110.0,Ducati Hypermotard 939,Gasoline,Ducati
1909,2379,110.0,Zero Zero SR,Electric,Zero
4548,5658,110.0,BMW R 1200 R Classic,Gasoline,BMW
1067,1342,110.0,Ducati Hyperstrada,Gasoline,Ducati
105,134,110.0,Ducati Hypermotard 821,Gasoline,Ducati
12518,15574,110.0,Aprilia RSV Mille,Gasoline,Aprilia
2076,2583,110.0,Moto Guzzi Griso 1200,Gasoline,Moto
3864,4819,110.0,Opel,Diesel,Opel
30,37,110.0,MV Agusta Brutale 675,Gasoline,MV
15,16,110.0,BMW R nineT,Gasoline,BMW
37,47,109.0,Bimota 500 V,Gasoline,Bimota
10770,13407,109.0,Triumph TT 600,Gasoline,Triumph
620,774,109.0,Harley-Davidson Custom Bike,Gasoline,Harley-Davidson
501,621,109.0,Ducati Monster 821,Gasoline,Ducati
19994,24948,109.0,Energica Eva,Electric,Energica
1365,1706,107.0,Harley-Davidson CVO Limited,Gasoline,Harley-Davidson
271,325,107.0,BMW K 1600 GT,Gasoline,BMW
3325,4145,107.0,Suzuki V-Strom 1050,Gasoline,Suzuki
503,627,107.0,Honda CBF 1000,Gasoline,Honda
5624,6983,107.0,Big Dog Pitbull,Gasoline,Big
6071,7545,107.0,Victory Hammer S 106,Gasoline,Victory
1043,1310,106.0,Yamaha FZ 8,Gasoline,Yamaha
1840,2299,106.0,Honda Crossrunner,Gasoline,Honda
2707,3354,106.0,Honda VFR,Gasoline,Honda
180,223,106.0,Triumph Rocket III Touring,Gasoline,Triumph
18819,23473,106.0,Kawasaki ZZR 600,Gasoline,Kawasaki
446,553,106.0,Triumph Street Triple R,Gasoline,Triumph
455,564,106.0,Suzuki GSR 750,Gasoline,Suzuki
2474,3060,106.0,Triumph Street Triple 675,Gasoline,Triumph
1551,1941,106.0,Benelli TNT 1130,Gasoline,Benelli
129,164,106.0,Yamaha XT 1200,Gasoline,Yamaha
1838,2297,106.0,Moto Guzzi 1200 Sport,Gasoline,Moto
2945,3660,106.0,Triumph Street Triple RX,Gasoline,Triumph
14080,17512,105.0,Kawasaki ZX 600,Gasoline,Kawasaki
8778,10920,105.0,Honda CBX 1000,Gasoline,Honda
4792,5964,105.0,Husqvarna Nuda 900,Gasoline,Husqvarna
733,920,105.0,Kawasaki VN 2000,Gasoline,Kawasaki
370,457,105.0,BMW R 1200,Gasoline,BMW
6,7,105.0,Yamaha MT-09,Gasoline,Yamaha
27030,33876,105.0,Buell Firebolt XB,Gasoline,Buell
13671,16981,105.0,Moto Guzzi 1000 Daytona,Gasoline,Moto
2242,2781,105.0,Moto Guzzi Stelvio 1200,Gasoline,Moto
13714,17045,105.0,Rewaco CT 1800 S,Gasoline,Rewaco
6924,8596,105.0,Kawasaki ZR 750,Gasoline,Kawasaki
1016,1276,105.0,GG Quad,Gasoline,GG
4675,5815,105.0,Honda VFR 800,Gasoline,Honda
1148,1446,103.0,Ducati 749,Gasoline,Ducati
11394,14172,103.0,Ducati ST 4,Gasoline,Ducati
513,638,102.0,Brough Superior,Gasoline,Brough
8018,9972,102.0,Brough Superior SS 100,Gasoline,Brough
119,152,102.0,Honda CRF 1100,Gasoline,Honda
12189,15164,102.0,Honda CB 600,Gasoline,Honda
10317,12836,102.0,Victory Jackpot Ness,Gasoline,Victory
776,975,102.0,Indian Scout,Gasoline,Indian
32,39,102.0,Honda CRF 100,Gasoline,Honda
2200,2736,102.0,Can Am Spyder RT,Gasoline,Can
3534,4403,101.0,Boom Trike Low Rider,Gasoline,Boom
8253,10273,101.0,BMW K 1100,Gasoline,BMW
4826,6006,101.0,BMW K 100 LT,Gasoline,BMW
8278,10302,101.0,Trike TRIKEtec,Gasoline,Trike
5600,6956,101.0,Bimota YB 10,Gasoline,Bimota
3685,4593,101.0,Suzuki SV 1000,Gasoline,Suzuki
543,676,101.0,Polaris General,Gasoline,Polaris
8939,11126,101.0,Suzuki GSX 1100,Gasoline,Suzuki
21906,27360,101.0,Victory Vegas 8-Ball,Gasoline,Victory
4034,5025,101.0,BMW K 100,Gasoline,BMW
2952,3668,101.0,BMW K 1,Gasoline,BMW
2965,3688,101.0,Opel Motoclub 500,Gasoline,Opel
2233,2772,101.0,Victory 8-Ball,Gasoline,Victory
3065,3808,101.0,Kawasaki Z 1300,Gasoline,Kawasaki
209,253,101.0,Ducati Panigale V4,Gasoline,Ducati
90,116,101.0,BMW F 850 GS,Gasoline,BMW
9925,12349,99.0,MV Agusta 800,Gasoline,MV
2722,3375,98.0,Triumph Thunderbird Storm,Gasoline,Triumph
13741,17081,98.0,Yamaha FJ 1200,Gasoline,Yamaha
6555,8152,98.0,Suzuki Bandit 1250,Gasoline,Suzuki
2223,2761,98.0,Suzuki GSX 1250,Gasoline,Suzuki
13202,16416,98.0,Triumph Thunderbird Nightstorm,Gasoline,Triumph
1414,1769,98.0,Ducati 888,Gasoline,Ducati
7567,9403,98.0,Yamaha FZ 6,Gasoline,Yamaha
9525,11861,98.0,Honda VFR 750,Gasoline,Honda
18429,22991,98.0,Suzuki RF 600,Gasoline,Suzuki
857,1081,98.0,Honda GL 1500,Gasoline,Honda
10837,13490,98.0,Ducati 748,Gasoline,Ducati
268,322,98.0,Honda F 6 C,Gasoline,Honda
730,917,98.0,Yamaha YZF 750,Gasoline,Yamaha
7011,8706,98.0,KTM 950 Super Enduro R,Gasoline,KTM
22905,28630,98.0,BMW K 1100 LT,Gasoline,BMW
949,1192,98.0,Ducati 916,Gasoline,Ducati
2485,3072,98.0,Yamaha YZF-R7,Gasoline,Yamaha
23067,28845,98.0,Triumph Daytona 900,Gasoline,Triumph
3098,3847,98.0,BMW R 1100 S Boxercup Replika,Gasoline,BMW
2340,2894,98.0,Kawasaki Z 750,Gasoline,Kawasaki
20476,25550,98.0,Suzuki TL 1000,Gasoline,Suzuki
671,846,98.0,Harley-Davidson Street Glide,Gasoline,Harley-Davidson
1945,2425,98.0,Triumph Thruxton,Gasoline,Triumph
3776,4707,98.0,Suzuki GSR 600,Gasoline,Suzuki
12173,15142,98.0,Kawasaki ZRX 1100,Gasoline,Kawasaki
5667,7030,98.0,Suzuki RF 900,Gasoline,Suzuki
1594,1992,98.0,BMW R 1100 S,Gasoline,BMW
5217,6488,98.0,BMW K 1200 RS,Gasoline,BMW
7313,9085,97.0,Victory Hammer S,Gasoline,Victory
1095,1378,97.0,Can Am Spyder RS,Gasoline,Can
5665,7028,97.0,Can Am Spyder ST-S,Gasoline,Can
905,1140,97.0,Moto Guzzi Eldorado,Gasoline,Moto
6001,7460,97.0,Moto Guzzi Audace,Gasoline,Moto
4627,5762,97.0,Yamaha XJR 1200,Gasoline,Yamaha
4411,5493,97.0,Victory Cross Roads,Gasoline,Victory
15559,19359,97.0,Moto Guzzi MGX-21,Gasoline,Moto
1821,2273,97.0,Moto Guzzi California 1400,Gasoline,Moto
21261,26545,97.0,Victory Cross Country,Gasoline,Victory
1085,1367,97.0,Aprilia Dorsoduro,Gasoline,Aprilia
2922,3632,97.0,Triumph Speed Twin,Gasoline,Triumph
7262,9027,95.0,Moto Guzzi 1100 Sport,Gasoline,Moto
27061,33915,95.0,Triumph Tiger 855i,Gasoline,Triumph
12232,15224,95.0,Buell M 2,Gasoline,Buell
1190,1496,95.0,Ducati Hypermotard 1100,Gasoline,Ducati
2016,2508,95.0,Aprilia RS 660,Gasoline,Aprilia
2607,3219,95.0,Triumph Tiger 900,Others,Triumph
