osmid,y,x,street_count,highway,ref,junction,railway,geometry
7839143133,15.7978118,108.3640029,1,,,,,POINT (108.3640029 15.7978118)
7839143143,15.7972901,108.363305,3,,,,,POINT (108.363305 15.7972901)
7839143146,15.79773,108.3627857,3,,,,,POINT (108.3627857 15.79773)
7839164501,15.735133,108.237255,3,,,,,POINT (108.237255 15.735133)
7839164503,15.7354437,108.2369882,1,,,,,POINT (108.2369882 15.7354437)
7839164520,15.7395743,108.242826,1,,,,,POINT (108.242826 15.7395743)
7839164529,15.73367,108.2433155,1,,,,,POINT (108.2433155 15.73367)
7839164533,15.7336804,108.2447746,1,,,,,POINT (108.2447746 15.7336804)
7839164540,15.7351035,108.243563,1,,,,,POINT (108.243563 15.7351035)
7839164551,15.734833,108.2432433,3,,,,,POINT (108.2432433 15.734833)
7839164552,15.7339927,108.2442918,1,,,,,POINT (108.2442918 15.7339927)
7839164553,15.7338482,108.2443951,3,,,,,POINT (108.2443951 15.7338482)
7839164562,15.7387429,108.2423535,3,,,,,POINT (108.2423535 15.7387429)
7839164568,15.7407214,108.2401997,3,,,,,POINT (108.2401997 15.7407214)
7839164570,15.7404753,108.2400969,1,,,,,POINT (108.2400969 15.7404753)
7839164687,15.7342561,108.2458529,1,,,,,POINT (108.2458529 15.7342561)
7839164692,15.7393252,108.2421783,1,,,,,POINT (108.2421783 15.7393252)
7839164698,15.7390367,108.2420019,3,,,,,POINT (108.2420019 15.7390367)
7839166009,15.7964165,108.3822646,3,,,,,POINT (108.3822646 15.7964165)
7839166017,15.7976649,108.3826262,4,,,,,POINT (108.3826262 15.7976649)
7839166022,15.7980292,108.3823822,3,,,,,POINT (108.3823822 15.7980292)
7839166023,15.7983551,108.3837785,1,,,,,POINT (108.3837785 15.7983551)
7839166040,15.7975248,108.3818038,3,,,,,POINT (108.3818038 15.7975248)
7839166042,15.7955824,108.382699,4,,,,,POINT (108.382699 15.7955824)
7839166061,15.7970465,108.3814505,3,,,,,POINT (108.3814505 15.7970465)
7839166066,15.7979412,108.3810089,3,,,,,POINT (108.3810089 15.7979412)
