trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,pickup_type,drop_off_type
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_11515782290,9,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_5118690559,10,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_12167250979,11,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_12167250980,12,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_12167250981,13,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_738814524,14,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_5561070622,15,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8822946798,16,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8822946799,17,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_11522073218,18,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8954351040,19,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_7294677886,20,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_7294698285,21,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_4224823335,22,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8831420065,23,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_738815777,24,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_7294678089,25,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8831420040,26,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_7294698188,27,0.0,0,0
