,Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Score
516,Nissan,Cima,4.1L V8,4130,270,210,8,"$60,000",Petrol,5,390,
517,Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960,255,215,6.5,"$45,000",Petrol,5,340,
518,Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960,255,220,6.5,"$50,000",Petrol,5,340,
519,Nissan,Infiniti Q45*,4.5L V8,4494,340,240,6.2,"$50,000",Petrol,5,450,
520,Nissan,Datsun 240Z,2.4L Inline-6,2393,151,210,8,"$45,000",Petrol,2,198,
521,Nissan,280ZX,2.8L Inline-6,2753,145,205,9.5,"$35,000",Petrol,2,210,
522,Nissan,Silvia S13,1.8L Turbo Inline-4,1809,175,215,6.8,"$20,000",Petrol,4,230,
523,Nissan,200SX,2.0L Turbo Inline-4,1998,200,225,7,"$25,000",Petrol,4,260,
524,Nissan,NX Coupe,1.8L Inline-4,1839,140,200,9,"$18,000",Petrol,4,180,
525,Nissan,NV2500,4.0L V6,3954,261,160,10,"$36,000",Petrol,2,385,
526,Nissan,NV3500,5.6L V8,5552,375,170,9,"$42,000",Petrol,2,525,
527,Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953,150,140,15,"$35,000",Diesel,3,350,
528,Porsche,Panamera,2.9L V6 Twin Turbo,2894,330,270,5.6,"$88,000",Petrol,4,450,0.2
529,Porsche,Panamera 4,2.9L V6 Twin Turbo,2894,330,270,5.4,"$92,000",Petrol,4,450,0.25
530,Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894,440,289,4.4,"$105,000",Petrol,4,550,0.25
531,Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996,620,315,3.1,"$180,000",Petrol,4,820,0.3
532,Porsche,Panamera GTS,4.0L V8 Twin Turbo,3996,473,300,3.9,"$130,000",Petrol,4,620,0.27
533,Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894,330,270,5.4,"$102,000",Petrol,4,450,0.2
534,Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,17.9,455,280,4.4,"$115,000",Hybrid (Petrol),4,700,
535,Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,17.9,455,280,4.4,"$120,000",Hybrid (Petrol),4,700,
536,Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9,690,315,3.2,"$190,000",Hybrid (Petrol),4,870,
537,Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894,330,270,5.6,"$95,000",Petrol,4,450,
538,Porsche,Cayenne,3.0L V6 Turbo,2995,335,245,5.9,"$80,000",Petrol,5,450,
539,Porsche,Cayenne Coupe,3.0L V6 Turbo,2995,335,245,6,"$85,000",Petrol,5,450,
540,Porsche,Cayenne S,2.9L V6 Twin Turbo,2894,434,265,5,"$95,000",Petrol,5,550,
541,Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996,541,286,4,"$130,000",Petrol,5,770,
542,Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996,453,270,4.5,"$110,000",Petrol,5,620,
543,Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9,670,295,3.6,"$170,000",Hybrid (Petrol),5,900,
544,Porsche,Macan,2.0L I4 Turbo,1984,261,232,6.2,"$60,000",Petrol,5,400,
545,Porsche,Macan S,2.9L V6 Twin Turbo,2894,375,259,4.8,"$75,000",Petrol,5,520,
546,Porsche,Macan GTS,2.9L V6 Twin Turbo,2894,434,272,4.5,"$85,000",Petrol,5,550,
547,Porsche,Macan T,2.0L I4 Turbo,1984,261,232,6.2,"$65,000",Petrol,5,400,
548,Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981,379,293,4.2,"$110,000",Petrol,4,450,
549,Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981,443,308,3.5,"$131,300",Petrol,4,528,
550,Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981,379,293,4.2,"$106,500",Petrol,4,450,
551,Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981,443,306,3.4,"$113,300",Petrol,4,528,
552,Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981,379,289,4.4,"$121,300",Petrol,4,450,
553,Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745,572,320,2.7,"$197,200",Petrol,4,750,
554,Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745,640,330,2.6,"$230,400",Petrol,4,800,
555,Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996,502,318,3.4,"$161,100",Petrol,2,469,
556,Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996,518,296,3.2,"$241,300",Petrol,2,465,
557,Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981,473,240,3.4,"$222,000",Petrol,2,570,
558,Porsche,Taycan,Dual Electric Motors,79.2,402,230,5.4,"$86,700",Electric,4,344,
559,Porsche,Taycan 4S,Dual Electric Motors,79.2,522,250,4,"$103,800",Electric,4,640,
560,Porsche,Taycan Turbo,Dual Electric Motors,93.4,670,260,3.2,"$150,900",Electric,4,850,
561,Porsche,Taycan Turbo S,Dual Electric Motors,93.4,750,260,2.8,"$185,000",Electric,4,1050,
562,Porsche,Taycan GTS,Dual Electric Motors,93.4,590,250,3.5,"$132,750",Electric,4,850,
563,Porsche,Taycan Cross Turismo,Dual Electric Motors,93.4,469,220,4.8,"$97,700",Electric,5,500,
564,Porsche,Taycan Sport Turismo,Dual Electric Motors,79.2,509,240,4.1,"$104,000",Electric,5,650,
565,Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988,300,275,4.9,"$63,400",Petrol,2,380,
566,Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497,350,285,4.4,"$75,400",Petrol,2,420,
567,Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995,414,302,4.2,"$100,200",Petrol,2,420,
568,Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996,493,315,3.2,"$141,700",Petrol,2,450,
569,Porsche,718 Boxster,2.0L Turbo Flat-4,1988,300,275,4.9,"$65,500",Petrol,2,380,
570,Porsche,718 Boxster T,2.0L Turbo Flat-4,1988,300,275,4.7,"$69,600",Petrol,2,380,
571,Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995,394,293,4.3,"$90,300",Petrol,2,430,
572,Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995,414,301,4.1,"$98,300",Petrol,2,420,
573,Porsche,Panamera Base,2.9L Twin-Turbo V6,2894,325,265,5.6,"$92,300",Petrol,4,450,
574,Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894,462,280,4.4,"$113,300",Hybrid,4,700,
575,Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894,325,265,5.5,"$101,400",Petrol,4,450,
576,Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996,690,315,3.2,"$200,200",Hybrid,4,870,
577,Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894,560,295,3.7,"$128,900",Hybrid,4,750,
578,Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894,325,265,5.6,"$98,300",Petrol,4,450,
579,Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996,473,300,3.9,"$136,900",Petrol,4,620,
580,Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996,550,306,3.8,"$175,200",Petrol,4,770,
581,Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996,570,310,3.8,"$290,000",Petrol,4,800,
582,Porsche,Panamera 4S,2.9L Twin-Turbo V6,2894,443,289,4.1,"$105,000",Petrol,4,550,
583,Porsche,Macan Base,2.0L Turbo Inline-4,1984,265,232,6.4,"$58,000",Petrol,5,400,
584,Porsche,Macan T,2.0L Turbo Inline-4,1984,265,233,6.2,"$63,000",Petrol,5,400,
585,Porsche,Macan S,2.9L Twin-Turbo V6,2894,375,259,4.6,"$70,400",Petrol,5,520,
586,Porsche,Macan GTS,2.9L Twin-Turbo V6,2894,434,272,4.3,"$82,900",Petrol,5,550,
587,Porsche,Macan EV,Dual Electric Motors,95,603,240,4,"$85,000",Electric,5,750,
588,Porsche,Cayenne Base,3.0L Turbocharged V6,2995,335,245,5.9,"$72,200",Petrol,5,450,
589,Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995,455,253,4.8,"$91,000",Hybrid,5,700,
590,Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894,434,263,4.7,"$94,300",Petrol,4,550,
591,Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996,631,300,3.3,"$182,150",Petrol,4,850,
592,Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995,335,245,5.8,"$79,000",Petrol,5,450,
593,Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996,670,295,3.6,"$167,800",Hybrid,4,900,
594,Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996,453,270,4.5,"$111,200",Petrol,4,620,
595,Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967,262,221,7.3,"$69,000",Diesel,5,580,
596,Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995,380,242,6.5,"$85,500",Hybrid,5,580,
597,Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996,728,295,3.6,"$182,900",Hybrid,4,950,
598,Porsche,Taycan Base,Dual Electric Motors,79.2,321,230,5.4,"$86,700",Electric,4,345,
599,Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000,237,250,6,"$34,395",Petrol,5,350,
600,Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700,325,260,4.9,"$46,595",Petrol,5,500,
601,Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000,237,240,6.6,"$38,195",Petrol,5,350,
602,Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000,360,250,4.6,"$50,995",Petrol,5,550,
603,Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.4,375,240,5.1,"$94,800",Electric,4,500,
604,Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,93.4,590,250,3.8,"$139,400",Electric,4,620,
605,Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.2,375,230,5.4,"$90,500",Electric,4,500,
606,Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,93.4,590,250,3.7,"$136,700",Electric,4,620,
607,Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,93.4,750,260,2.9,"$190,000",Electric,4,1050,
608,Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981,379,293,4.2,"$106,100",Petrol,4,450,
609,Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981,443,304,3.9,"$129,900",Petrol,4,530,
610,Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981,379,293,4.4,"$113,300",Petrol,4,450,
611,Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981,473,311,3.3,"$137,000",Petrol,4,570,
612,Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981,473,307,3.5,"$157,300",Petrol,4,570,
613,Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745,572,320,2.9,"$184,100",Petrol,4,750,
614,Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745,640,330,2.7,"$207,000",Petrol,4,800,
615,Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996,502,318,3.9,"$170,000",Petrol,2,470,
616,Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996,525,296,3.2,"$223,800",Petrol,2,465,
617,Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981,473,240,3.4,"$222,000",Petrol,4,570,
618,Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981,473,311,3.2,"$145,300",Petrol,4,570,
619,Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981,379,289,4.3,"$135,500",Petrol,4,450,
620,Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745,607,330,2.9,"$258,000",Petrol,4,750,
621,Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745,700,340,2.8,"$293,200",Petrol,2,750,
622,Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996,510,290,3.4,"$245,000",Petrol,1,470,
623,Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996,500,315,3.4,"$222,000",Petrol,2,450,
624,Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194,515,296,3.1,"$750,000",Petrol,1,480,
625,Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981,379,293,4.4,"$116,000",Petrol,4,450,
626,Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745,572,318,3,"$191,300",Petrol,4,750,
627,Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981,473,240,3.5,"$233,000",Petrol,4,570,
628,Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199,86,170,13,"$8,200",Petrol,5,113,
629,Tata Motors,Tiago EV,Permanent Magnet Synchronous,24,74,120,5.7,"$11,000",Electric,5,114,
630,Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,1199,86,170,12,"$10,400",Petrol/Diesel,5,113,
631,Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199,86,170,12.5,"$11,300",Petrol,5,113,
632,Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199,110,180,10,"$12,000",Petrol,5,140,
633,Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199,86,165,12,"$11,800",CNG/Petrol,5,113,
634,Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199,86,170,13.5,"$9,200",Petrol,5,113,
635,Tata Motors,Nano GenX,624cc MPFI,624,37,105,29,"$4,000",Petrol,4,51,
636,Tata Motors,Indica eV2,1.4L CR4 Diesel,1396,70,155,16,"$6,200",Diesel,5,140,
637,Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193,65,140,16,"$5,000",Petrol,5,100,
638,Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199,86,170,13,"$9,400",Petrol,5,113,
639,Tata Motors,Tigor EV,Permanent Magnet Synchronous,26,74,120,5.7,"$14,500",Electric,5,114,
640,Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,1248,75,165,15,"$8,700",Diesel/Petrol,5,190,
641,Tata Motors,Indigo eCS,1.4L CR4 Diesel,1396,70,155,16.5,"$6,500",Diesel,5,140,
642,Cadillac,Escalade,6.2L V8 Gasoline,6200,420,210,6.8,"$79,295",Petrol,7,624,
643,Tata Motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,1396,70,150,17,"$8,300",Diesel/Petrol,5,135,
644,Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,1248,75,160,14,"$9,000",Diesel/Petrol,5,200,
645,Tata Motors,Indigo LX,1.4L CR4 Diesel,1396,70,150,17,"$7,000",Diesel,5,140,
646,Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396,85,160,15,"$7,200",Petrol,5,115,
647,Cadillac,Escalade ESV,6.2L V8 Gasoline,6200,420,205,6.9,"$82,295",Petrol,7,624,
648,Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,1199,118,180,10,"$14,000",Petrol/Diesel,5,170,
649,Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,40.5,143,140,9,"$25,000",Electric,5,250,
650,Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956,168,180,11,"$23,000",Diesel,5,350,
651,Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956,168,180,11,"$25,500",Diesel,7,350,
652,Tata Motors,Punch,1.2L Revotron Petrol,1199,86,160,16,"$10,500",Petrol,5,113,
653,Tata Motors,Hexa,2.2L Varicor Diesel,2179,154,180,12,"$20,000",Diesel,7,400,
654,Tata Motors,Aria,2.2L Dicor Diesel,2179,138,162,13,"$19,000",Diesel,7,320,
655,Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956,85,125,17.6,"$15,000",Diesel,7,250,
656,Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179,118,140,15,"$16,500",Diesel,7,250,
657,Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,30.2,129,120,9.4,"$22,000",Electric,5,245,
658,Tata Motors,Tiago EV,Permanent Magnet Synchronous,24,74,120,5.7,"$11,000",Electric,5,114,
659,Tesla,Model S,Dual Electric Motors,100,670,250,3.1,"$88,490",Electric,5,967,
660,Tesla,Model S Plaid,Tri Electric Motors,100,1020,322,2.1,"$108,490",Electric,5,1400,
661,Tesla,Model 3,Single Electric Motor (RWD),60,283,225,5.8,"$40,240",Electric,5,420,
662,Tesla,Model 3 Performance,Dual Electric Motors (AWD),82,450,261,3.1,"$53,240",Electric,5,660,
663,Tesla,Model X,Dual Electric Motors (AWD),100,670,250,3.8,"$98,490",Electric,7,967,
664,Tesla,Model X Plaid,Tri Electric Motors,100,1020,262,2.6,"$113,490",Electric,6,1400,
665,Tesla,Model Y,Single Electric Motor (RWD),75,346,217,5,"$47,490",Electric,5,498,
666,Tesla,Model Y Long Range,Dual Electric Motors (AWD),82,384,217,4.8,"$50,490",Electric,5,559,
667,Tesla,Cybertruck,Tri Electric Motors,200,800,209,2.9,"$69,900",Electric,6,1355,
668,Tesla,Roadster 2,Quad Electric Motors,200,1288,402,1.9,"$200,000",Electric,4,10000,
669,Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600,285,180,6.8,"$35,195",Petrol,4,353,
670,Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000,270,180,7.1,"$42,100",Petrol,4,400,
671,Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600,293,209,7,"$41,530",Petrol,5,352,
672,Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600,293,209,7.2,"$43,530",Petrol,7,352,
673,Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400,180,195,8.5,"$37,695",Petrol,5,230,
674,Jeep,Compass,2.0L Turbo Gasoline,2000,200,200,7.8,"$31,590",Petrol,5,320,
675,Jeep,Renegade,1.3L Turbo I4 Gasoline,1300,177,200,8.7,"$28,345",Petrol,5,285,
676,Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600,285,177,8.1,"$38,775",Petrol,5,353,
677,Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700,392,190,7.4,"$63,595",Petrol,8,548,
678,Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400,471,190,6,"$91,495",Petrol,8,617,0.5
679,Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,17.3,375,210,6,"$59,865",Hybrid,5,637,0.6
680,Jeep,Wrangler 4xe,2.0L Turbo PHEV,17.3,375,180,6.4,"$50,695",Hybrid,5,637,
681,Jeep,Compass 4xe,1.3L Turbo PHEV,11.4,240,200,7.3,"$46,500",Hybrid,5,270,
682,Jeep,Renegade 4xe,1.3L Turbo PHEV,11.4,240,200,7.5,"$44,500",Hybrid,5,270,
683,Mazda,Mazda2,1.5L 4-Cylinder,1500,108,180,10.2,"$17,000-$20,000",Petrol,5,142,
684,Jeep,Wagoneer S (Electric),Dual Electric Motors,100,600,177,4.5,"$80,000",Electric,5,850,0.7
685,Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600,285,177,8.6,"$51,570",Petrol,5,353,
686,Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700,357,190,7.3,"$66,575",Petrol,5,529,
687,Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200,271,195,7.6,"$41,295",Petrol,5,324,
688,Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400,470,160,4.5,"$82,495",Petrol,4,637,0.65
689,Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000,235,220,7.6,"$37,490",Petrol,5,350,
690,Cadillac,XT5,3.6L V6 Gasoline,3600,310,210,6.5,"$44,195",Petrol,5,366,
691,Cadillac,XT6,3.6L V6 Gasoline,3600,310,210,6.9,"$48,595",Petrol,7,366,
692,Cadillac,Lyriq EV,Single Electric Motor,100,340,190,5.7,"$58,590",Electric,5,440,
693,Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200,682,200,4.4,"$149,990",Petrol,7,885,
694,Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200,420,210,6.8,"$104,595",Petrol,7,624,
695,Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200,668,320,3.4,"$92,000",Petrol,5,893,
696,Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600,472,290,3.9,"$60,495",Petrol,5,603,
697,Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000,235,220,7.4,"$41,390",Petrol,5,350,
698,Cadillac,XT5 Sport,3.6L V6 Gasoline,3600,310,210,6.5,"$51,095",Petrol,5,366,
699,Cadillac,XT6 Sport,3.6L V6 Gasoline,3600,310,210,6.9,"$57,095",Petrol,7,366,
700,Cadillac,Lyriq Launch Edition,Single Electric Motor,100,340,190,5.7,"$59,990",Electric,5,440,
701,Cadillac,Lyriq EV Premium,Dual Electric Motors,100,500,210,4.5,"$64,990",Electric,5,620,
702,Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000,237,240,6.8,"$41,290",Petrol,5,350,
703,Chevrolet,Spark,1.4L Inline-4 Gasoline,1400,98,180,10.7,"$14,595",Petrol,5,127,
704,Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400,138,190,8.5,"$16,720",Petrol,5,200,
705,Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500,160,210,8,"$25,000",Petrol,5,250,
706,Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000,275,240,5.4,"$26,400",Petrol,4,400,
707,Chevrolet,Corvette,6.2L V8 Gasoline,6200,495,312,3,"$65,895",Petrol,2,637,
708,Chevrolet,Traverse,3.6L V6 Gasoline,3600,310,210,7,"$35,915",Petrol,7,360,
709,Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500,170,200,8.9,"$26,600",Petrol,5,275,
710,Chevrolet,Blazer,3.6L V6 Gasoline,3600,308,220,6.6,"$44,000",Petrol,5,366,
711,Chevrolet,Tahoe,5.3L V8 Gasoline,5300,355,200,7.5,"$56,995",Petrol,7,519,
712,Chevrolet,Suburban,5.3L V8 Gasoline,5300,355,190,7.6,"$59,900",Petrol,8,519,
713,Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700,310,190,6.8,"$30,695",Petrol,5,583,
714,Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300,355,180,7,"$42,795",Petrol,6,519,
715,Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600,401,170,8,"$41,500",Petrol,6,629,
716,Chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600,445,160,8.5,"$45,500",Diesel,6,1234,
717,Chevrolet,Bolt EV,Single Electric Motor,66,200,150,6.5,"$27,495",Electric,5,360,
718,Chevrolet,Bolt EUV,Single Electric Motor,66,200,150,7,"$28,795",Electric,5,360,
719,Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300,155,200,9.4,"$23,100",Petrol,5,236,
720,Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000,250,240,5.8,"$33,500",Petrol,5,353,
721,Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200,650,318,3.5,"$67,300",Petrol,4,881,
722,Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200,495,312,3,"$65,895",Petrol,2,637,
723,Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300,355,180,7,"$61,595",Petrol,6,519,
724,Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300,355,180,7,"$55,895",Petrol,6,519,
725,Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300,355,180,7.1,"$50,895",Petrol,6,519,
726,Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800,181,160,9.1,"$48,295",Diesel,5,500,
727,Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600,310,210,7,"$46,600",Petrol,7,360,
728,Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500,170,200,8.8,"$33,400",Petrol,5,275,
729,Chevrolet,Blazer RS,3.6L V6 Gasoline,3600,308,220,6.6,"$48,900",Petrol,5,366,
730,Chevrolet,Bolt EV 2LT,Single Electric Motor,66,200,150,6.7,"$28,795",Electric,5,360,
731,Chevrolet,Camaro SS,6.2L V8 Gasoline,6200,455,290,4.3,"$43,500",Petrol,4,617,
732,Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200,460,290,3.9,"$65,900",Petrol,2,630,
733,Chevrolet,Traverse RS,3.6L V6 Gasoline,3600,310,210,7,"$43,700",Petrol,7,360,
734,Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600,308,220,6.6,"$45,000",Petrol,5,366,
735,Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500,160,210,8.5,"$25,800",Petrol,5,250,
736,Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400,98,180,11,"$17,595",Petrol,5,127,
737,Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200,137,200,9.2,"$24,100",Petrol,5,220,
738,Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500,170,200,8.9,"$28,400",Petrol,5,275,
739,Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,6600,445,160,8.5,"$75,700",Diesel,6,1234,
740,Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700,310,190,6.9,"$29,200",Petrol,5,583,
741,Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200,420,200,7,"$82,400",Petrol,8,624,
742,Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300,285,180,8.5,"$33,900",Petrol,6,413,
743,Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400,98,180,10.9,"$14,395",Petrol,5,127,
744,Chevrolet,Traverse LT,3.6L V6 Gasoline,3600,310,210,7.1,"$37,200",Petrol,7,360,
745,Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500,193,200,9,"$36,100",Petrol,5,255,
746,Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000,250,240,5.8,"$34,500",Petrol,5,353,
747,Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500,170,200,8.8,"$31,900",Petrol,5,275,
748,Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300,285,180,8.6,"$34,900",Petrol,6,413,
749,Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600,445,160,8.4,"$56,400",Diesel,6,1234,
750,Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300,355,180,7.4,"$64,100",Petrol,7,519,
751,Chevrolet,Suburban LT,5.3L V8 Gasoline,5300,355,180,5.1,"$64,400",Petrol,8,519,0.4
